active_ingredient,pmid,pmcid,year,title,journal,is_open_access,has_age_at_exposure,has_growth_before_exposure,has_growth_during_exposure,has_growth_after_discontinuation,has_puberty,has_bone_age,has_epiphyseal_imaging,has_igf1_or_gh,has_phosphate,has_weight_nutrition,has_disease_activity,has_concomitant_medications,has_height_trajectory,has_segment_measurements,has_adverse_skeletal,has_dechallenge,has_rechallenge,has_dose_response,competing_growth_hormone_given,competing_puberty_suppression,competing_aromatase_inhibition,competing_nutritional_recovery,competing_major_weight_change,competing_glucocorticoid_withdrawal,competing_thyroid_correction,competing_disease_remission,competing_tumour_hormone,element_exposure_precedes_change,element_plausible_latency,element_dechallenge,element_rechallenge,element_dose_response,element_independent_replication,element_open_growth_plates,element_interpretable_baseline,timeline_fields_present,timeline_fields_possible,competing_explanations,raw_causality_score,penalty,score_cap_applied,temporal_causality_score,clean_natural_experiment,extraction_basis
LOPERAMIDE,35884008,PMC9322125,2022,"Surgical Treatment of Short Bowel Syndrome-The Past, the Present and the Future, a Descriptive Review of the Literature.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,39968166,PMC11835479,2025,Cyclosporin-Induced Gingival Enlargement in a Periodontitis Patient With Pemphigus Vulgaris: A Case Report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,41116940,PMC12535772,2025,Pachydermoperiostosis Associated With a Rare SLCO2A1 Mutation: A Case Report and Literature Review.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,40161489,PMC11952821,2025,A Case of Juvenile Dermatomyositis Presenting with Inverse Gottron's Papules: A Case Report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,42072766,PMC13114847,2026,Cervicofacial Actinomycosis Presenting as a Fistulized Neck Mass During Pregnancy: A Case Report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,34928109,PMC10226341,2021,To increase body height and muscle strength - one medicine for two diseases? Case report of a boy with Silver-Russell syndrome and Duchenne muscular dystrophy.,,Y,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,40757125,PMC12312478,2025,Calcinosis Universalis: An Atypical Presentation of Mi-2 Positive Juvenile Dermatomyositis - A Case-Based Review.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,41561250,PMC12815484,2025,"Severe Short Stature, Pathological Fracture, and Avascular Necrosis Due to Prolonged Over-the-Counter Steroid Use in an Adolescent Patient.",,Y,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IDURSULFASE,28321190,PMC5337493,2017,Skeletal Dysplasias: Growing Therapy for Growing Bones.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IDURSULFASE,30772512,PMC6615945,2019,"Hematopoietic Stem Cell Transplantation for Mucopolysaccharidoses: Past, Present, and Future.",,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IDURSULFASE,22059643,PMC3223498,2011,Mucopolysaccharidosis type II: European recommendations for the diagnosis and multidisciplinary management of a rare disease.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IDURSULFASE,30757954,PMC6459700,2019,Lysosomal Leukodystrophies Lysosomal Storage Diseases Associated With White Matter Abnormalities.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IDURSULFASE,25537451,PMC4312706,2015,Therapies for the bone in mucopolysaccharidoses.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IDURSULFASE,20821054,PMC3026677,2011,Determination of cystathionine beta-synthase activity in human plasma by LC-MS/MS: potential use in diagnosis of CBS deficiency.,,Y,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
HUMAN IMMUNOGLOBULIN G,33291688,PMC7761945,2020,<i>Bartonella</i> Associated Cutaneous Lesions (BACL) in People with Neuropsychiatric Symptoms.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
HUMAN IMMUNOGLOBULIN G,34183838,PMC8446316,2021,Inherited PD-1 deficiency underlies tuberculosis and autoimmunity in a child.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
HUMAN IMMUNOGLOBULIN G,24085684,PMC7159716,2013,"Abstracts of the 2013 Annual Meeting of the American College of Rheumatology. October 25-30, 2013. San Diego, California, USA.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
HUMAN IMMUNOGLOBULIN G,2491825,PMC7130206,1989,Effect of prostaglandin inhibitors on bile salt-induced mucosal damage of porcine colon.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,35774551,PMC9237607,2022,Use of Teduglutide in Children With Intestinal Failure: A Systematic Review.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,40426800,PMC12110667,2025,Current Challenges and New Strategies in Pediatric Short Bowel Syndrome: Focus on Surgical Aspects and Prevention of Complications.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,41245050,PMC12611565,2025,Delayed presentation of a retained colonic segment in a child with intestinal failure on teduglutide.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,39275281,PMC11397488,2024,Pediatric Chronic Intestinal Failure: Something Moving?,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,41599793,PMC12845467,2026,Nutritional Strategies for Intestinal Rehabilitation in Children with Short Bowel Syndrome: A Narrative Review.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
