pmcid,pmid,doi,title,year,journal,cited_by,found_by,query_kinds,is_anchor,relevance
PMC5321634,28211023,10.1007/s13244-017-0546-5,ECR 2017 - BOOK OF ABSTRACTS.,2017,Insights into imaging,2,"""acetazolamide""",compound x growth plate,False,0.0033333333333333335
PMC12545115,41141273,10.3389/fnut.2025.1696230,Sexual dimorphism in LC-MS/MS-based vitamin D metabolite profiling and nutrition-acquired biochemical osteomalacia among adolescents.,2025,Frontiers in nutrition,2,"""cholesterol""",compound x growth plate,False,0.0033333333333333335
PMC12454292,40995602,10.1016/j.jot.2025.07.007,Natural products in the treatment of osteoarthritis: Current status and prospects.,2025,Journal of orthopaedic translation,2,"""ROCK1""",target x growth x geometry,False,0.0033333333333333335
PMC11473111,39401064,10.7554/elife.89701,Systems analysis of miR-199a/b-5p and multiple miR-199a/b-5p targets during chondrogenesis.,2024,eLife,2,"""MYH9""; ""ROCK1""",target x growth x geometry,False,0.0033333333333333335
PMC12454451,40995561,10.3389/fcell.2025.1621648,Tcirg1 deficiency delays osteoarthritis progression by impairing lysosome acidification and peripheral accumulation in osteoclasts.,2025,Frontiers in cell and developmental biology,2,"""microtubule""",target x growth x geometry,False,0.0033333333333333335
PMC12341773,40410950,10.1111/acel.70087,Combined Effects of Mechanical Loading and Piezo1 Chemical Activation on 22-Months-Old Female Mouse Bone Adaptation.,2025,Aging cell,2,"""Yoda1""",compound x growth plate,False,0.0033333333333333335
PMC12791148,41521175,10.1038/s41413-025-00482-5,Electric field stimulation-responsive hydrogels for bone regeneration: from mechanisms to applications.,2026,Bone research,2,"""FAK""; ""GsMTx4""; ""PIEZO1""; ""PIEZO2""; ""TRPV4""; ""Yoda1""; ""cadherin""; ""focal adhesion""; ""primary cilia""",compound x growth plate; target x growth x geometry,False,0.0033333333333333335
PMC12849641,41519760,10.1186/s12964-025-02633-x,Mechanoresponsive ion channels Piezo1 and TRPV4 stimulate ADAM10 and ADAM17 with differential impact on endothelial migration and proliferation.,2026,Cell communication and signaling : CCS,2,"""GSK1016790A""; ""GsMTx4""; ""HC-067047""; ""Yoda1""",compound x growth plate,False,0.0033333333333333335
PMC12073913,39930949,10.1111/acel.14504,Oral Citrate Supplementation Mitigates Age-Associated Pathologic Intervertebral Disc Calcification in LG/J Mice.,2025,Aging cell,2,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0033333333333333335
PMC11819963,39942697,10.3390/molecules30030593,In Vitro CO-Releasing and Antioxidant Properties of Sulfonamide-Based CAI-CORMs in a H&lt;sub&gt;2&lt;/sub&gt;O&lt;sub&gt;2&lt;/sub&gt;-Stimulated Human Achilles Tendon-Derived Cell Model.,2025,"Molecules (Basel, Switzerland)",2,"""acetazolamide""",compound x growth plate,False,0.0033333333333333335
PMC12774628,40781923,10.1111/cpr.70112,Piezo2 in Mechanosensory Biology: From Physiological Homeostasis to Disease-Promoting Mechanisms.,2026,Cell proliferation,2,"""PIEZO2""",target x growth x geometry,False,0.0033333333333333335
PMC12498448,41047414,10.1186/s13020-025-01218-7,Electroacupuncture attenuates intestinal epithelial ferroptosis in inflammatory bowel disease via Piezo1-mediated mitochondrial homeostasis.,2025,Chinese medicine,2,"""GsMTx4""; ""Yoda1""",compound x growth plate,False,0.0033333333333333335
PMC11257685,39027358,10.1002/ccr3.9191,Osteopoikilosis-the incidental finding of a rare bone dysplasia: A case report.,2024,Clinical case reports,2,"""simvastatin""",compound x growth plate,False,0.0033333333333333335
PMC11276887,39063189,10.3390/ijms25147948,Transcriptome Analysis of Mesenchymal Progenitor Cells Revealed Molecular Insights into Metabolic Dysfunction and Inflammation in Polycystic Ovary Syndrome.,2024,International journal of molecular sciences,2,"""Y-27632""",compound x growth plate,False,0.0033333333333333335
PMC13225603,39814250,10.1016/j.bone.2025.117390,Skeletal and dental tissue mineralization: The potential role of the endoplasmic reticulum/Golgi complex and the endolysosomal and autophagic transport systems.,2025,Bone,2,"""RAC1""; ""RHOA""; ""cholesterol""; ""microtubule""",target x growth x geometry,False,0.0033333333333333335
PMC12391163,40894924,10.3389/fcell.2025.1632710,Role and mechanism of Integrin α5β1 in bone formation and disease.,2025,Frontiers in cell and developmental biology,2,"""simvastatin""",compound x growth plate,False,0.0033333333333333335
PMC13055110,42032145,10.1038/s44385-025-00059-1,"Mechanical regulation of metabolism, epigenetics, and their interplay.",2026,npj biomedical innovations,2,"""CDC42""; ""FAK""; ""NHE1""; ""PIEZO1""; ""PIEZO2""; ""RAC1""; ""RHOA""; ""TRPV4""; ""Yoda1""; ""cofilin""; ""focal adhesion""; ""non-muscle myosin II""",compound x growth plate; target x growth x geometry,False,0.0033333333333333335
PMC11854965,40004032,10.3390/ijms26041567,Chronic Kidney Disease and Osteoarthritis: Current Understanding and Future Research Directions.,2025,International journal of molecular sciences,2,"""PIEZO1""",target x growth x geometry,False,0.0033333333333333335
PMC13060751,40886429,10.1016/j.semcdb.2025.103649,"Biophysical, cellular, and mouse model approaches to investigate the mechanical regulation of folliculogenesis.",2025,Seminars in cell & developmental biology,2,"""Y-27632""",compound x growth plate,False,0.0033333333333333335
PMC9718125,36475280,10.1016/j.ocarto.2022.100263,TRPV4 activation enhances compressive properties and glycosaminoglycan deposition of equine neocartilage sheets.,2022,Osteoarthritis and cartilage open,2,"""RN-1734""",compound x growth plate,False,0.0033333333333333335
PMC12768486,41416447,10.3892/ijmm.2025.5717,"A comprehensive review on pain: Model, target, therapy, and prospect (Review).",2026,International journal of molecular medicine,2,"""amiloride""",compound x growth plate,False,0.0033333333333333335
PMC12752600,41268707,10.1002/advs.202514522,Nanomedicines Against Mitochondrial Dysfunction-Induced Metabolic Diseases.,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2,"""simvastatin""",compound x growth plate,False,0.0033333333333333335
PMC11631174,39168116,10.1159/000541044,"Clinical Characteristics, Current Treatment Options, Potential Mechanisms, Biomarkers, and Therapeutic Targets in Avascular Necrosis of Femoral Head.",2024,"Medical principles and practice : international journal of the Kuwait University, Health Science Centre",2,"""lovastatin""; ""simvastatin""",compound x growth plate,False,0.0033333333333333335
PMC12078208,40376614,10.3389/fcell.2025.1549812,Implications of mechanosensitive ion channels in the pathogenesis of osteoarthritis: a comprehensive review.,2025,Frontiers in cell and developmental biology,2,"""GSK1016790A""; ""GsMTx4""; ""HC-067047""; ""PIEZO2""; ""Yoda1""",compound x growth plate; target x growth x geometry,False,0.0033333333333333335
PMC12310468,40747304,10.3389/fendo.2025.1626796,ApoBDs: a paradigm shift from cellular debris to therapeutic vehicles.,2025,Frontiers in endocrinology,2,"""ROCK1""",target x growth x geometry,False,0.0033333333333333335
PMC12362752,40349177,10.1002/advs.202410413,"Presbycusis: Pathology, Signal Pathways, and Therapeutic Strategy.",2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2,"""NKCC1""; ""bumetanide""; ""furosemide""",compound x growth plate; target x growth x geometry,False,0.0033333333333333335
PMC12006074,40255337,10.3389/fcvm.2025.1516279,Role of circadian transcription factor REV-ERB in cardiovascular diseases: a review.,2025,Frontiers in cardiovascular medicine,2,"""GSK4112""",compound x growth plate,False,0.0033333333333333335
PMC11407379,39282983,10.1080/19336950.2024.2396354,Piezo1 channel: A global bibliometric analysis from 2010 to 2024.,2024,"Channels (Austin, Tex.)",2,"""GsMTx4""",compound x growth plate,False,0.0033333333333333335
PMC12961538,40730513,10.1111/cpr.70107,Mechanism of ITGB2 in Osteoclast Differentiation in Osteoarthritis.,2026,Cell proliferation,2,"""RAC1""; ""integrin beta1""",target x growth x geometry,False,0.0033333333333333335
PMC7104428,25769533,10.1177/1933719115579631,"Abstracts of the 62nd Annual Scientific Meeting, March 26-28, 2015, San Francisco, California.",2015,"Reproductive sciences (Thousand Oaks, Calif.)",2,"""SLC12A2""",target x growth x geometry,False,0.0033333333333333335
PMC12490864,40884791,10.1016/j.celrep.2025.116175,The bidirectional interplay between RNA processing and mechanotransduction.,2025,Cell reports,2,"""PIEZO2""",target x growth x geometry,False,0.0033333333333333335
PMC11094677,38634615,10.1021/acsbiomaterials.3c01799,Calcified Cartilage-Guided Identification of Osteogenic Molecules and Geometries.,2024,ACS biomaterials science & engineering,2,"""cadherin""",target x growth x geometry,False,0.0033333333333333335
PMC12822483,41360735,10.1002/advs.202416992,Mechanobiological Dynamics-Inspired Mechanomodulatory Biomaterials.,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2,"""CDC42""; ""PIEZO2""; ""cofilin""; ""focal adhesion""; ""nocodazole""",compound x growth plate; target x growth x geometry,False,0.0033333333333333335
PMC11859969,40006052,10.3390/ph18020239,Nanofibrous Scaffolds' Ability to Induce Mesenchymal Stem Cell Differentiation for Soft Tissue Regenerative Applications.,2025,"Pharmaceuticals (Basel, Switzerland)",2,"""nocodazole""",compound x growth plate,False,0.0033333333333333335
PMC13070338,41978837,10.2147/jir.s582297,Impaired Macrophage Efferocytosis: Shared Mechanisms and Therapeutic Implications in Immune-Mediated Inflammatory Diseases.,2026,Journal of inflammation research,2,"""RAC1""",target x growth x geometry,False,0.0033333333333333335
PMC11928613,40118904,10.1038/s41598-025-88583-3,Mining of candidate genes related to body size in Chinese native pig breeds based on public data.,2025,Scientific reports,2,"""PIEZO2""",target x growth x geometry,False,0.0033333333333333335
PMC12147992,40123288,10.1002/adhm.202403229,Soft Pneumatic Device Designed to Mimic the Periosteal Environment for Regulating the Fate of Mesenchymal Stem Cells.,2025,Advanced healthcare materials,2,"""PIEZO2""",target x growth x geometry,False,0.0033333333333333335
PMC12325293,40771725,10.3389/fbioe.2025.1640560,Physical cues in biomaterials modulate macrophage polarization for bone regeneration: a review.,2025,Frontiers in bioengineering and biotechnology,2,"""RAC1""; ""RHOA""",target x growth x geometry,False,0.0033333333333333335
PMC12631191,41281748,10.7150/ijbs.119301,"Extracellular matrix dysregulation in aging, calcification, and cancer diseases: insights into cellular senescence, inflammation, and novel therapeutic strategies.",2025,International journal of biological sciences,2,"""cadherin""",target x growth x geometry,False,0.0033333333333333335
PMC11739449,39821381,10.1186/s11671-024-04164-9,Phytonanoparticles as novel drug carriers for enhanced osteogenesis and osseointegration.,2025,Discover nano,2,"""simvastatin""",compound x growth plate,False,0.0033333333333333335
PMC13017754,41071099,10.1093/jbmr/zjaf145,Mechanosensitive ion channels as novel targets in osteoporosis.,2026,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2,"""PIEZO1""; ""PIEZO2""; ""Yoda1""",compound x growth plate; target x growth x geometry,False,0.0033333333333333335
PMC12103965,40420945,10.1155/mi/9998838,The Mechanosensitive PIEZO1 Channel Contributes to the Reaction of RAW264.7 Macrophages to Mechanical Strain.,2025,Mediators of inflammation,2,"""GsMTx4""; ""Yoda1""",compound x growth plate,False,0.0033333333333333335
PMC12285922,40700001,10.1039/d5bm00550g,Design considerations for photoinitiator selection in cell-laden gelatin methacryloyl hydrogels.,2026,Biomaterials science,2,"""focal adhesion""",target x growth x geometry,False,0.0033333333333333335
PMC12076280,40251729,10.1021/acsbiomaterials.4c02156,"Fabrication of Multiscale, Multidirectional Orientated Collagen Hydrogels with Guided Cell Alignment Using Fluidics and a Three-Dimensional Printing.",2025,ACS biomaterials science & engineering,2,"""focal adhesion""",target x growth x geometry,False,0.0033333333333333335
PMC12786201,41511334,10.3390/cells15010050,The Critical Role of Transcription Factor RUNX2 in Bone Mechanobiology.,2025,Cells,2,"""FAK""; ""TRPV4""",target x growth x geometry,False,0.0033333333333333335
PMC12141052,40487350,10.1016/j.omtn.2025.102551,Novel PEI-aldehyde conjugates for gene delivery: Promoting chondrogenic differentiation in human mesenchymal stem cells.,2025,Molecular therapy. Nucleic acids,2,"""amiloride""",compound x growth plate,False,0.0033333333333333335
PMC12056083,40328789,10.1038/s41598-025-00538-w,TNF induces catabolism in human cartilaginous endplate cells in 3D agarose culture under dynamic compression.,2025,Scientific reports,2,"""TRPV4""",target x growth x geometry,False,0.0033333333333333335
PMC12754226,41480405,10.1016/j.bioactmat.2025.11.046,Extracellular vesicles from IPFP-MSCs trigger osteoarthritis by transferring mtDNA.,2026,Bioactive materials,2,"""amiloride""; ""cytochalasin D""",compound x growth plate,False,0.0033333333333333335
PMC10972838,38551002,10.1016/j.isci.2024.109449,Microstructure changes and miRNA-mRNA network in a developmental dysplasia of the hip rat model.,2024,iScience,2,"""microtubule""",target x growth x geometry,False,0.0033333333333333335
PMC12365376,40830968,10.1002/wnan.70031,Engineered Extracellular Vesicles in Arthritic Diseases: Therapeutic Applications &amp; Challenges.,2025,Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,2,"""MYH9""",target x growth x geometry,False,0.0033333333333333335
PMC12539266,41126895,10.1016/j.isci.2025.113464,Single-nucleus profiling of Ossabaw pig atherosclerosis model.,2025,iScience,2,"""MYH9""",target x growth x geometry,False,0.0033333333333333335
PMC11976884,40200768,10.22074/ijfs.2024.2031240.1705,Mesenchymal Stem Cell-Derived Small Extracellular Vesicle as A Novel Therapeutic Approach for Chemotherapy-Induced Male Infertility: A Review Article.,2025,International journal of fertility & sterility,2,"""ROCK1""",target x growth x geometry,False,0.0033333333333333335
