compound,chembl_id,compound_family,primary_target_queried,classification_basis,broad_poison_class
CHEMBL3685639,CHEMBL3685639,FAK / adhesion turnover,ILK,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2368886,CHEMBL2368886,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1468746,CHEMBL1468746,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL395857,CHEMBL395857,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL105654,CHEMBL105654,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5187268,CHEMBL5187268,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3192969,CHEMBL3192969,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL133834,CHEMBL133834,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL80200,CHEMBL80200,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL5853376,CHEMBL5853376,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3613630,CHEMBL3613630,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL5290908,CHEMBL5290908,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL494882,CHEMBL494882,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4458320,CHEMBL4458320,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1999632,CHEMBL1999632,LIMK inhibitor,LIMK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3974265,CHEMBL3974265,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL424813,CHEMBL424813,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL319286,CHEMBL319286,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL45050,CHEMBL45050,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL371454,CHEMBL371454,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL123601,CHEMBL123601,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL319516,CHEMBL319516,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3981143,CHEMBL3981143,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
MLN-8054,CHEMBL259084,FAK / adhesion turnover,PTK2B,no geometry evidence and no measured mechanistic advantage,
CHEMBL3685650,CHEMBL3685650,FAK / adhesion turnover,ILK,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL381609,CHEMBL381609,FAK / adhesion turnover,PTK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2111271,CHEMBL2111271,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL482803,CHEMBL482803,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3598053,CHEMBL3598053,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3979456,CHEMBL3979456,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
MOLIBRESIB,CHEMBL1232461,myosin-II modulator,MYH9,no geometry evidence and no measured mechanistic advantage,
CHEMBL1802766,CHEMBL1802766,Rho/Rac/Cdc42 modulator,RHOA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL460622,CHEMBL460622,integrin-directed,ITGAV,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL106062,CHEMBL106062,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL46017,CHEMBL46017,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5542789,CHEMBL5542789,ion / volume regulation,PIEZO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL6165289,CHEMBL6165289,ion / volume regulation,KCNK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL6012313,CHEMBL6012313,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1370120,CHEMBL1370120,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1802534,CHEMBL1802534,Rho/Rac/Cdc42 modulator,RHOA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL21415,CHEMBL21415,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5271154,CHEMBL5271154,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL515105,CHEMBL515105,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL441168,CHEMBL441168,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL90228,CHEMBL90228,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1078245,CHEMBL1078245,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3598050,CHEMBL3598050,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL332108,CHEMBL332108,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3685646,CHEMBL3685646,FAK / adhesion turnover,ILK,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL239996,CHEMBL239996,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1783837,CHEMBL1783837,FAK / adhesion turnover,PTK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5549987,CHEMBL5549987,ion / volume regulation,PIEZO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1836487,CHEMBL1836487,LIMK inhibitor,LIMK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3613635,CHEMBL3613635,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL6038819,CHEMBL6038819,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL6175491,CHEMBL6175491,ion / volume regulation,KCNK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1350854,CHEMBL1350854,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL431200,CHEMBL431200,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1351180,CHEMBL1351180,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL49855,CHEMBL49855,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL49001,CHEMBL49001,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1447467,CHEMBL1447467,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1257678,CHEMBL1257678,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5946508,CHEMBL5946508,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1209046,CHEMBL1209046,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4249315,CHEMBL4249315,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL471698,CHEMBL471698,FAK / adhesion turnover,PTK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1079032,CHEMBL1079032,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1085700,CHEMBL1085700,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
