mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Phykpl,PHYKPL,,KO_promotes_maturation,0.20706,1.00706,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Igfals,IGFALS,,KO_promotes_maturation,0.20635,1.40635,1.2,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uvrag,UVRAG,,KO_promotes_maturation,0.20633,1.00633,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cds2,CDS2,,KO_promotes_maturation,0.20567,1.00567,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tubgcp5,TUBGCP5,B_primary_reproducible,KO_promotes_maturation,0.20552,3.00552,2.8,shared,proliferative,proliferative,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dis3l,DIS3L,,KO_promotes_maturation,0.20481,1.00481,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Thbs2,THBS2,,KO_promotes_maturation,0.2046,1.0046,0.8,hypertrophic,proliferative,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wdr1,WDR1,,KO_promotes_maturation,0.20439,1.00439,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arf4,ARF4,,KO_promotes_maturation,0.20409,1.00409,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cltc,CLTC,,KO_promotes_maturation,0.20406,1.00406,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tcf3,TCF3,,KO_promotes_maturation,0.20245,1.00245,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chrnb1,CHRNB1,,KO_promotes_maturation,0.20234,1.40234,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gse1,GSE1,,KO_promotes_maturation,0.20163,1.00163,0.8,proliferative,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ecd,ECD,,KO_promotes_maturation,0.20083,1.00083,0.8,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dennd1a,DENND1A,,KO_promotes_maturation,0.19994,1.39994,1.2,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lasp1,LASP1,,KO_promotes_maturation,0.19981,0.99981,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Asxl2,ASXL2,,KO_promotes_maturation,0.19883,0.99883,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rpl10a,RPL10A,,KO_promotes_maturation,0.19737,0.99737,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chid1,CHID1,,KO_promotes_maturation,0.19736,0.99736,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp1r14c,PPP1R14C,,KO_promotes_maturation,0.19677,0.99677,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ikzf5,IKZF5,,KO_promotes_maturation,0.19644,0.99644,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itgb1bp1,ITGB1BP1,,KO_promotes_maturation,0.19615,0.99615,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slco4c1,SLCO4C1,,KO_promotes_maturation,0.19613,0.99613,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mdga1,MDGA1,,KO_promotes_maturation,0.19501,0.99501,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ipo5,IPO5,,KO_promotes_maturation,0.19476,0.99476,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nap1l1,NAP1L1,,KO_promotes_maturation,0.19432,0.99432,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fnbp1l,FNBP1L,,KO_promotes_maturation,0.19297,0.99297,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccrl2,CCRL2,,KO_promotes_maturation,0.19238,0.99238,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ndufa7,NDUFA7,,KO_promotes_maturation,0.19226,0.99226,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rad23b,RAD23B,,KO_promotes_maturation,0.19207,0.99207,0.8,shared,hypertrophic,hypertrophic,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ipo8,IPO8,,KO_promotes_maturation,0.18981,0.98981,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mef2a,MEF2A,,KO_promotes_maturation,0.189,0.989,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Neo1,NEO1,,KO_promotes_maturation,0.18889,0.98889,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rps6kb1,RPS6KB1,,KO_promotes_maturation,0.18886,0.98886,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tfr2,TFR2,,KO_promotes_maturation,0.18878,0.98878,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Xpc,XPC,,KO_promotes_maturation,0.18832,0.98832,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arid3a,ARID3A,,KO_promotes_maturation,0.18815,0.98815,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Yipf4,YIPF4,,KO_promotes_maturation,0.18762,0.98762,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itgb6,ITGB6,,KO_promotes_maturation,0.18714,0.98714,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acbd4,ACBD4,,KO_promotes_maturation,0.18708,1.38708,1.2,proliferative,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srfbp1,SRFBP1,,KO_promotes_maturation,0.1863,1.3863,1.2,shared,proliferative,proliferative,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
C1qtnf1,C1QTNF1,,KO_promotes_maturation,0.18622,0.98622,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
a,ASIP,,KO_promotes_maturation,0.18573,0.98573,0.8,shared,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ankrd6,ANKRD6,,KO_promotes_maturation,0.18528,0.98528,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zscan21,ZSCAN21,,KO_promotes_maturation,0.18435,0.98435,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gdf9,GDF9,,KO_promotes_maturation,0.18351,0.98351,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ubl7,UBL7,,KO_promotes_maturation,0.18316,0.98316,0.8,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc39a11,SLC39A11,,KO_promotes_maturation,0.18295,1.38295,1.2,proliferative,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnajb11,DNAJB11,,KO_promotes_maturation,0.18256,0.98256,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Radil,RADIL,,KO_promotes_maturation,0.18252,0.98252,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sptlc1,SPTLC1,,KO_promotes_maturation,0.18055,0.98055,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prtg,PRTG,,KO_promotes_maturation,0.18054,0.98054,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cd81,CD81,,KO_promotes_maturation,0.18017,1.38017,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Derl3,DERL3,,KO_promotes_maturation,0.17981,0.97981,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pex6,PEX6,,KO_promotes_maturation,0.17955,0.97955,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adam28,ADAM28,,KO_promotes_maturation,0.17914,0.97914,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Peli2,PELI2,,KO_promotes_maturation,0.17903,1.37903,1.2,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Heatr1,HEATR1,,KO_promotes_maturation,0.1786,0.9786,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdp2,PDP2,,KO_promotes_maturation,0.17758,0.97758,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pgm2,PGM2,,KO_promotes_maturation,0.17741,0.97741,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acsm1,ACSM1,,KO_promotes_maturation,0.17691,0.97691,0.8,,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Neu3,NEU3,,KO_promotes_maturation,0.17664,0.97664,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mvk,MVK,,KO_promotes_maturation,0.17662,0.97662,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Imp3,IMP3,,KO_promotes_maturation,0.17652,0.97652,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ifnar1,IFNAR1,,KO_promotes_maturation,0.17645,0.97645,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Neb,NEB,,KO_promotes_maturation,0.17637,0.97637,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Thoc2,THOC2,,KO_promotes_maturation,0.17611,0.97611,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mex3a,MEX3A,,KO_promotes_maturation,0.17605,0.97605,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nsun3,NSUN3,,KO_promotes_maturation,0.17548,0.97548,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Isg20l2,ISG20L2,,KO_promotes_maturation,0.17539,0.97539,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Polm,POLM,,KO_promotes_maturation,0.17418,0.97418,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Il17rb,IL17RB,,KO_promotes_maturation,0.17408,0.97408,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cybrd1,CYBRD1,,KO_promotes_maturation,0.17305,1.37305,1.2,proliferative,resting,resting,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp1cc,PPP1CC,,KO_promotes_maturation,0.17173,0.97173,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Galns,GALNS,,KO_promotes_maturation,0.17048,0.97048,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Flt3l,FLT3LG,,KO_promotes_maturation,0.17,0.97,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hoxb13,HOXB13,,KO_promotes_maturation,0.16992,0.96992,0.8,,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc5a5,SLC5A5,,KO_promotes_maturation,0.16875,0.96875,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plekhg5,PLEKHG5,,KO_promotes_maturation,0.16834,1.36834,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dync1li2,DYNC1LI2,,KO_promotes_maturation,0.16795,0.96795,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nova1,NOVA1,,KO_promotes_maturation,0.16772,0.96772,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Scube2,SCUBE2,,KO_promotes_maturation,0.1675,1.3675,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
B4galnt2,B4GALNT2,,KO_promotes_maturation,0.16742,0.96742,0.8,proliferative,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nsun6,NSUN6,,KO_promotes_maturation,0.16734,0.96734,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mief1,MIEF1,,KO_promotes_maturation,0.16704,0.96704,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fos,FOS,,KO_promotes_maturation,0.16572,1.36572,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Thumpd1,THUMPD1,,KO_promotes_maturation,0.16524,0.96524,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zbtb34,ZBTB34,,KO_promotes_maturation,0.16505,0.96505,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddx56,DDX56,,KO_promotes_maturation,0.16401,0.96401,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ndrg3,NDRG3,,KO_promotes_maturation,0.16359,0.96359,0.8,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccnj,CCNJ,,KO_promotes_maturation,0.1635,1.3635,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tyro3,TYRO3,,KO_promotes_maturation,0.16286,0.96286,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mapkbp1,MAPKBP1,,KO_promotes_maturation,0.16145,1.36145,1.2,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccng2,CCNG2,,KO_promotes_maturation,0.15967,0.95967,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ap2m1,AP2M1,,KO_promotes_maturation,0.15883,0.95883,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dbnl,DBNL,,KO_promotes_maturation,0.15876,0.95876,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plekha4,PLEKHA4,,KO_promotes_maturation,0.15873,1.35873,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cers3,CERS3,,KO_promotes_maturation,0.15838,0.95838,0.8,hypertrophic,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cox7a2,COX7A2,,KO_promotes_maturation,0.15687,0.95687,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cers5,CERS5,,KO_promotes_maturation,0.15647,0.95647,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Klhl22,KLHL22,,KO_promotes_maturation,0.15642,0.95642,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spats2l,SPATS2L,,KO_promotes_maturation,0.15581,0.95581,0.8,proliferative,proliferative,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lyrm7,LYRM7,,KO_promotes_maturation,0.15539,0.95539,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
